6,6,"He undertook, at his full responsibility, to bring small, forest and wasteland, versts for 30–40 from the village of Talozavalinskaya /, plant birch trees at the indicated location on the postal tract, to fence the planting Damage to the peasant cattle / manufactured for feed on the fields and go for a drive on unencumbered sites."
6,7,"Responsibility for planted trees continues for a year or two, until the tree finally grows."
6,8,"For such work, the treasury paid a few hills for each growing tree, as well as for digging a BE ditch, the length of the entire road, on the side of the postal tract to drain water after rains."
6,9,"The city of Vyatka, the city of Slobodsky, has 32 versts."
6,10,"The village of Malozavalinsky was located just near this tract, at the 22nd verst of Vyatka and at the II-of Slobodsky."
6,11,This postal tract was part of the great Siberian route back to the time of Empress Anna Ioannovna and Catherine II.
6,12,"Political criminals and convicts referred to Siberia via Vologda - Vyatka - Slobodskaya - Perm - Tyumen along this route from Siberia, and under Nikolay I this part of the route"
7,0,i.e.
7,1,"between Vyatka and Slobodsky, planted with birches."
7,2,"There was a legend that sometimes convicts broke up chains and took off, and hid in the forest, on the 15th verst from Vyatka, on Bo Боkowsko?"
7,3,"dear, or on the 24th verst, to the club of Ukovskaya mountains, and the peasants left them bread at night."
7,4,"But the majority didn’t lie about this legend, since the forest was not big, not the Siberian taiga, you can’t hide here.Despite the decile earnings and hard earthen labor, Timofey Ande imovich energetically took up the whole family’s business, and the result was that he saved the first hundred thousand rubles from this earnings."
7,5,"Considering himself to be happy and rich in housekeeping, he began to buy and feed 2-3 w. In the year of calf calves, which, being bought at 2-3 rubles, in a year."
7,6,"they were grown, they were sold at 20-30 rubles and, in addition, manure remained for fertilizing the land for the sake of cultivation."
7,7,"In the following years, the calf feeding has already reached 10 pieces."
7,8,"in a year and more, the benefit of the gobies has already begun to reach 100 rubles."
7,9,"and more annually, and, most importantly, more and more fertilizer was obtained."
7,10,"All of the expelled land of Timofey Ans imovich was not fertile, and from the past, it turned very fertile; Timosey Anfimovich grew up not only for himself, but not for surplus."
7,11,"In s the peasants began to consider the rocker Tim to be God's, They were jealous and wondered - Where did his day come from; rumors circulated that living with the postal truck didn’t rob any merchant who had passed through."
7,12,"But at that time there were no robberies tactically, neither BE Slobodsky, nor Vyatsky district and, of course, all absurd assumptions and rumors were soon destroyed by themselves."
7,13,"With increased bull feed,"
8,0,"Every year over a dozen, Timosey Anfimovich did not have enough food, especially sleep."
8,1,"He foresaw that beyond the Vyatka river, near its snowy plots, there is a huge area of ​​wasteland, swampy land, flooded by the spring floods of the Vyatka river."
8,2,"On it, back in the eighteenth century, there was a rain that belonged to the entire Stulovo volost, just like Ramene, and not attributed to any village."
8,3,"Since it was bad and stood in the swamps, no one wanted to take it and pay for it although a small tax was filed."
8,4,"All this forest, as well as in Ramen, was cut down and transported by peasants of the entire volost for firewood, and the swamp with rotting stumps remained and no one paid attention to it."
8,5,"Timofey Ans imovich offered society all volosts: by sentence, give him all this swamp and kill for himself, with payment of all official arrears and tax in the future."
8,6,"Everything was OK, and if you got ownership of a large meadow swamp area of ​​the land, he energetically began with his second son."
8,7,Fedorom and with.
8,8,To dry this swamp with 2 or 3 hired workers by E digging down the gutters along the entire swamp towards Lake Buzark.
8,9,"Thus, along the ditches, all the swamp water and the spring that remained from the snow and after the spill of the Vyatka river began to flow immediately into Lake Buzarka every year."
8,10,"For about 2-3 years, it was dry."
8,11,"Every autumn, after harvesting, ҳlҳbov, Feod Timofeevich with 3-4 workers went 2-3 months to this site, shorter rotten stumps and cut earthen hummocks."
8,12,"Gradually, a flat meadow plowed, or 8a heavy meadows, resulting in good sleep, turned out to work this way."
8,13,"During 5 or 6 years, in autumn - s. August to November, i.e."
9,0,"before the first snow, are she cold?"
9,1,"and the rainy period of the year, as a result, it turned out that about a hundred carriages of sleep were removed annually, which was not only enough to feed our cattle, but partly we brought Slobodskaya to the bazaar for sale."
9,2,"From the sale of surplus bread and sugar, money savings appear - 2-3 hundred rubles."
9,3,"Then Timofei Anfimovich E, EE help the peasant farm to get the bricks out of the labor of his family."
9,4,"There was a large meadow on one of the spare courtyards near the tract, on the right corner of the street and the tract, and brick sheds and ramparts were built in it for burning bricks; they dug clay clay * e, exalted."
9,5,You are the first years of its work of bricks was from 10 to 20 thousand pieces per year.
9,6,"Half of the bricks were left annually to build, ku, and the rest of the old man and grandchildren drove PE Slobodskoy, previously resell to any of the urban householders for construction.Of the bricks left for ourselves in the same lucca, first of all, two stone wines were built with double arches and a big wooden, covered with wood, threshing floor for prayers."
9,7,"Then the building was started to a two-story semi-stone house, the size."
9,8,5 saya.
9,9,along the streets and 4 soot.
9,10,"inside, with cattle in rumi behind, and all the same one wooden roof."
9,11,"This is intended by the old man for the elder son, for children with children."
9,12,"After E 30 or 35, at that time, already after the death of Paren, there was: Timofey Arsenovich a few rebuilds, expansions and cover with the body, the slot yard is broken and the supply is separate but new.Having finished the construction of the house for the 1st son, old Timosti"
10,0,"Two years later, all of the E CEO AXE bricks were arranged next to separate identities to build houses for the second son of a hip, but they already thought it was more profitable and practical to build the whole house two-story *, stone, the same size 5x4 and a 5th window along the street, with a barnyard under one wooden roof in the rear."
10,1,"Through 20, during the life of Fedor Timofeevich, this house was rasіiren, added in length along the streets with soot."
10,2,"and the width is: Seny, overwrite kelzol."
10,3,"At the end, after the certificate of Fyodor Tikhoevich, with the distribution of a son: this house became the youngest of his sons Stepan, Ivan and Vasily, and with a further seven separation of the latter, the youngest went to Vasilin."
10,4,"The cattle yards, during the rebuilding of this house, were built new wooden separately on that same yard, but already under the gully roof ?.At the same time, a bureaucratic shed and barn, Timofey Anfimovich p111l, to arrange for the elders ҳ sons a more substantial trade promotion: Ilennoe production: the production of linseed oil in a small amount of 2-3 poods weekly."
10,5,"For oil production, on a separate courtyard, against the house of Paren Timofeevich, a wooden one-storeyed ba was set in size."
10,6,13 arshinis in a square and behind her shed.
10,7,"From the middle there was a large oven for roasting the bake, and from the last day - a bun for butter, and for Rybraniya become large wooden beads of flaxseed change."
10,8,"And in the sarah, behind the oil hut, a crowd was arranged in the middle of the cows: Christmas trees with pestles, which were in the past with modular horse-drawn drives / Sotoryansky for crushing, i.e."
11,0,for crushing flaxseed.
11,1,"For the same purpose of the BE field, behind an oil establishment, a second wing, with wings, was arranged on a high wooden stand."
11,2,"The bolt on the stand rotated around on a thick iron rod, on the called trigger; it was used during the morning • the crush turned its wings on the blow of the morning, and the last days used like free motor force, and when the weather is no, then thewhose horse was allowed to go."
11,3,"Both for brick production and for the oil mill of the hired establishment, hired workers were not kept, but everything was handled by their family, including 5 to 6 years of age to be given to teenagers."
11,4,"The last one was given a strong job at an oil mill: to drive a horse in Kryvyansk - to smoke, or when tossing into a sommyan stove to turn one over, or to lay in a furnace in rows of koloby."
11,5,"The grandchildren didn’t really like the last two, although the work was easy, but in a hot-heated furnace, the temperature was impossible to be hot, and even older and in a hurry to set aside quickly so as not to freeze the furnace."
11,6,"The child before that lay down that fainting is going on with them, pull it out, take it to the cold in the morning to lie down."
11,7,"Instead, he should plant a furnace for laying the second one, and then fainting with the second one, he will be replaced by the third, fourth, and then the first ones will be cured, he will again love the laying furnace, followed by the second one, and so on, until the linen flakes are full ."
11,8,"In later years, the eldest sons of Parten, Vasily and Timofey, and Fedorovich, Alexander and Pavel, recalled this work for a long time."
11,9,"It was necessary to take out the oil from E to the lobyev with heavy wooden suspensions and clappers with great force, and for this the younger sons — Ivan and Ilya — were already intended for the father, and sometimes"
12,0,"- by: ogalls and oldies ie - PahheHE and besher, and Timothy Anfimo themselvesIt should be noted that although Timosey Anfimovich and him on Irina Petrovna themselves were not literate, they considered it necessary to teach their sons and grandfather to read and write and know the prayer of the Battle: iҳҳE."
12,1,"To do this, by the time the school age was 7-8 years old, the town of Slobodsko, KE meschanskaya prostirnі at the church /, Yekaterina Borisovna Aga onovo were taken away for the winter."
12,2,"At the same time, a bag was brought, i.e."
12,3,"a small bag of bread, potatoes, peas, sprinkles, etc."
12,4,"for a week or 2, and then weekly products were added."
12,5,"Of these products, it was not the teacher who cooked pizza for students and fed them and taught them to read the hymnal and hourly books, and write the next year, so the course of study passed - a year to read and a year to write, but for little ones."
12,6,- 2 years for both.
12,7,"And for all this, a fee was set at three rubles for learning to read, and three rubles for a granddaughter to write."
12,8,"This 3: e fee included rewards for the apartment and for the manufacture of pi qi and spying on children, i.e."
12,9,"for the same money, scuffling with rods or intact :: l. ruler on the head."
12,10,"But in general, they loved her and from 10 to 15 pupils gathered annually from her."
12,11,"In the last years our old people - Guy, Fedor, Ivan and Ilya until the very deathThey remembered her with gratitude and said as a joke that they had finished the course at Catherine’s University / i.e."
12,12,"at Eka Terina BorisoEny.After her death, Ivan Timofeevich, Ilya Timozheevich, Vasya and Timoy Parfenovich, Aleksyandry and Pavel Fedorovich before learningDid you have a mustache in your parish?"
12,13,"the village of Spassko-Podgurshinsky, with the psalmist Elizarovich, approximately on the same conditions,"
13,0,"- or a little more expensive - 3-4 rubles for the winter, renting apartments and making food from weekly delivered food by parents study."
13,1,"Learning was also limited to whether 15 um читатьnіem read, write, know pray Vin and count to hundreds."
13,2,"As a result, already at a commercial point, all of them self-taught * learned a little arithmetic, PE, offered sentences and subtracted, and multiplication or division tables, none of themAlso, none of them read any books or newspapers, didn’t have the understanding of the theater or other cultural attractions, didn’t they have any addiction to sports, nor to hunting, nor to card?"
13,3,games or revelry.
13,4,"In ѣ there were devout religions; although you lived in the village of Alozavalinskaya, you are 7 versts from your nearest parish church, but from the time of Imopheus An ”and movich until the last time it was established that every Sunday and twelfth holidays always be sure to: - we go to the village of Spassky ki for matins and kinship."
13,5,"The old RE semen% all decree: to eat at night, to whom is it, and for what shadi to be, and if someone happens to have a birthday day among the week’s working day, then he’s been released for half a day About work; a horse was given to him and he had to go to the town of Slobodskoy for mutual worship and celebrate a prayer service, a fact like a town, especially in monasteries, the liturgy was served daily, and BE was only served on holidays.When is the third son."
13,6,"Timo dei Antimovich Ivan reached 18 years of age, he married the girls - the daughter of Andrei Fedorovich Tregubov, Ann Anreevna * 1."
13,7,2 years.
13,8,At that time A.F.
13,9,"Tregubernia was considered for wealthy, wealthy peasant – man"
14,0,"a horse, for it had a small establishment, working out with his works with his wife and two daughters, up to a thousand skins, changing men’s calf, mutton and colt."
14,1,"In addition, he had a crush for crushing willow bark for tanning himself, selling excess crushed bark to the side on the same small tanneries.Relatives of Vliya eat to T.A."
14,2,"Bakhrunev, A."
14,3,".. Tregubov proposed to the new saint Timofei Antimovich to release his third son to be one year old, that is, Tregubov’s son-in-law together with his young wife BE teaching, i.e."
14,4,to teach him to independently extend and tan skin.
14,5,"If after a year you want to stay with Tregubov, then the last one will pay Timofey An imovich for the work of his son-in-law's salary, and if the old wish Timoy at will!"
14,6,"An “imovich to open his tanning case, then A. V. Tregubov gave the word to hold back and immediately release his son-in-law and daughter back to the village of Malozavalinsky, K. T. Vakhrushev."
14,7,"Timoe Ans imovich immediately realized that it was very interesting, and the proposed alternative was acceptable;for the sake of visibility, he consulted with his elders and sons, believing thatthe science of craft is not a narrow one and it would be better not to ask if it ever comes in handy: * p. “God's help” can be ME: sometime afterwards, just like Tregubov, let’s tarnish."
14,8,"""Now they decided to let go."
14,9,"They prayed to God, shook hands and were sent."
14,10,"No written contracts or conditions were known then, Pray to Icono?"
14,11,"Now, Ivan Timo Feevich and his wife went to Tregubov’s village, called Pokach, located on the left bank of the Vyatka River, in Stu"
15,0,fishing e volost.
15,1,"Work out with father-in-law A. Tregubov’s year, Ivan Tikhoevich E with his wife returned to his father’s home already as a special tanner."
15,2,"Immediately to the same courtyard with a wooden one-story building: A house, where the old man lived, Timo Teff Antimovich at 1. our sons, not far from: but, on the banks of the Pohovin River, a wooden square was built from 13 ar ETINE BE square, in which one Zolnik ӣ and one tannin * chan and 2-3 kad ugiki were delivered for: horse theft, called Kiselan MERBA and, and for reference in tannic juice of koi, called - I am a juice."
15,3,Me There are no such cutoffs!
15,4,"By the beginning of 1855, Tikhogei An * Ovich Vakhrutov and his sons of leather were not founded?"
15,5,"a makeshift backwater, for work in which all the other sons and seniors Enuchata, those under management and leadership, were transferred from the oil mill."
15,6,| Jana.
15,7,"Timogeevich, But so far they have not thrown either a small business or brick production."
15,8,"Last, i.e."
15,9,"brick, old men themselves."
15,10,Tim axes Ans imovich si ken e and old sons and si junior grandchildren.
15,11,Creamery?
15,12,"- Nam was led by the Guy and the Dedori and UdeI li І-2 hired workers, and the eldest sons of Par'en and Fedor worked transversely: 10 in the oil mill and the leather one."
15,13,"The last one was of more interest to them, like a novelty, but physically, apparently, it was easier, and there was a competition: they all saw that Ivan Timoteevich had worked 5 for one year."
15,14,"Tregubov’s, and most often y: e, is a specialist, lead the whole house, and then at Par’s wife and hip, I wanted their sons to study the matter as much as they could, and in case of sharing, every day: 42, his specialty."
15,15,"Take and Ilya Timo eevich, being a more idle, about seventeen, then all 1 tried to; just go through the oil mill -"
16,0,on the tannery and to study it completely.
16,1,"Old Tilno, he found it right and encouraged him: “Try, learn all the root business, God will cut it, you will be all tanners throughout the factory.” 11 and Ivan Ti urine did not contradict this fear of competition, but vice versa, be glad that his father was pleased to learn and encourage him, and by setting him apart, make him work and listen to the indicated !!"
16,2,van.
16,3,"According to the leaves in Slobodskoy: there were still very few tanneries, even artisanal ones, and a lot of slaughtering artisans appeared a lot, almost all the way to the villages, and the buttery Tloe became less mustache than the ten volumes at a time."
16,4,"Den Ezhnyaya means by that time at Timo Rey AnimOE Icha reached up to 1000 rubles and spit for a small house and three pre-riyatiya: Enti Ichnoe, masovoi nye and hochseve: Esa.Be the first year in the throat: the new Yawning was hit about 2E CR, different KOEF, raw materials 50 si and bought were the city of Sloboda, skov: I from 21 yasnikov, and the leathers sold were sold the same to the bazaar: Nikami, and last and you are the city  Vyatka ѣ call Oya: Nickel and the shopkeeper: E NORTH-merchants."
16,5,"While I worked at the time of purchase and sale exclusively with My own hands, I’m not 15: at the same time no one had any overhead expenses, it turned out that for the first year of net income or benefit 10 rubles per koyau; so that the capital is in the Sea of ​​Ti."
16,6,Anrimovich almost doubled in a year.
16,7,"They started to gradually increase the number of people: an eclipse; even the tanning leather “they used to put a second chan dubal”, the repetitive and VE worked for the second year, twice as much."
16,8,"During this time, married and last"
17,0,what?
17,1,"Timofey’s sons, Ilya Timot Eevich, 19 years old, on the daughter of a tannery breeder, a peasant of the Vyatka district, Bobinsky volost, the village of Olgur Insko, Ivan Vasilievich Dolgushin, dvitsa Ann Ivanovna Dolguglivoy, 17 years old."
17,2,"At that time, Timofei Antimovich’s capital was already about five thousand rubles, which at that time was considered pain already!"
17,3,Io?
17,4,sums - J.
17,5,"But the duty of Yishin began to tanner for a few years before the Vakhrushevs and was considered richer in Vakhrushevakh, but still willingly gave his daughter out for a peasant - tanner Vakhrushev, considering him equal to himself."
17,6,"At the wedding, taking a walk on-the-merry, the matchmakers were open."
17,7,I.V.
17,8,Dolgunin to say Timoten An .
17,9,": “Swat, I’ve already got tens of thousands of rubles for housing; what about you?” Timofei Anfimovich, being ashamed to say his exact amount, rejects: “Thank God, and I made a little money”, so and without agreement - how much.the tannery of Timogei Anfimovich with his sons was growing every year, but the brick and oil mills continued without increase, the bricks were almost no longer sold to the side, and little by little they began to build four stone plants on both banks of the Mochovitsa river, intersected by a street along jealousy falozak."
17,10,For the construction of two factories on the left.
17,11,"about 150 sazhen and 50 sahany otchka along the street were bought from the bank of the Mochovitsa river near the Trofimovskaya village along the river, i.e."
17,12,direction to the village of Trofimovskaya.
17,13,"Through the river a good wooden bridge was built, with a pond and lucky riders on the river, and through this bridge in the villages of Malozavalinsky byl, a country road was laid from the postal road to the village of Trogimovskaya and to the villages of Volkhovo and Spasskoe"
18,0,and further.
18,1,"For an additional purchase of land, the village of Tros imovsky was paid with money a few hundred rubles and the transfer of laziness to a small snow-covered plot near the river Vyatka.At the same time, approximately in the year 1862-3, T.A."
18,2,"Vahru sheva suffered a misfortune: the whole wooden goat factory and with it the wooden old one-story house in which there lived seven old people Timo e Antimovich with his younger sons /, burned to the ground."
18,3,"During a fire, pulling goods through a window and 8."
18,4,"On the first hand of the factory, Ilya Timofeevich severely wounded his hand with glass, cut a vein and bleeding."
18,5,Call the doctor from the village of Slobodsky Zemsky.
18,6,"Having provided first aid, they said that he was so seriously injured that he could not vouch for a favorable history."
18,7,"At that time, the procession went through the village - icons from the Slobodsky male monk of the seam, which walked annually from Slobodsky Vyatka in the spring of BE on the end of the month, and then passed throughout the Vyatka province."
18,8,"For those who wish, a prayer service, and then already, at the end of December, Christmas, return to Her Sloboda Monastery."
18,9,"At times during the fire, they passed through the 2 village of Malozavalin."
18,10,"Jeromonakh, accompanying the icon, was asked to serve a prayer service and to confess and partake of the dying wounded Ilya Tiy about Eevich."
18,11,"After the sacrament, he painfully fell asleep, and the eclipse, even surprised by the doctor, gradually began to recover, Timofey Anfimovich and the whole family recognized this miraculous of God and gave the promise that every year, when passing through the village of Malozavalin, this or another religious walk accept icons and serve in all houses or plants thanksgiving prayers."
18,12,So atIt was executed and further offspring.
19,0,"On the site of the burning of the house and the plant, they began to build an all-hour two-story 5 s. x4 house, with attached livestock yards, for Ivan Timofeevich, and a tannery of a two-story small stone factory with a gable roof, with a productivity of 50 leathers daily, for him."
19,1,"At the same time, the other three plants of the same size were arranged, as well as the 4th half-stone, 5th saya."
19,2,on 4 two-story house.
19,3,"with a barnyard, is it desirable?"
19,4,"roof, on the left bank of the river Mochovitsy, next to a small tanneries, arranged for Timofeevich Leah."
19,5,Eskor after this died Timothy Antimovich.
19,6,"“His gene, Irina Petrovna, stayed in the same house, where she lived with her husband, that is, Ivan Timo Eevich."
19,7,"His sons went to four houses at a time, each with his family, continuing all his“ factories work on the skin, but at the expense of the general."
19,8,"Factories were built as at home at their home, with the exception of Timofeevich’s guy."
19,9,"Ubedor and Ivan Tinioevich factories and houses were on the right side of the river, while Ilya and IIar, hen were plants on the left side of the river, and the house."
19,10,"The guy was on the right side of the back of Fyodor’s house and below the large hole, which later, as was said above, remained Ty4 o. it to Par Enovich, and the rest of the sons of Parfait, five years after his death / Andrei and Vasiliy Par fenovichi / built a large stone: a 2-storey house near its factory.After the fire, beaten the sixties, all the brothers sought to make all the buildings, like houses, and for water, if possible stone and cover not only stone, but even wooden embars with iron, and they began to remove the cattle yards from the house, set them separately and also covered with gland; dereTHE JANNEY OF GRAVES Yesen learned and the oenes."
19,11,"18 Here, the glands were frozen"
20,0,"And, painted with their green malachite, and with broken roofs and covered fences for a sled, there wasn’t even a trace of the sixties, for the sake of preservation, there were plenty of snow and snow, and shutters and am bars were also set up, and there were also some awnings kelzom and Beyond these navigations we kept trolleys and sledges and vi: ѣ daily crews, called tarantases and wagons; at."
20,1,"afterwards, for more valuable crews, BE was arranged at the same bar or under the carriage canopy.Soon after the death of Timosey Animovich, widow Fedor Timot Eevich."
20,2,"The mother of his first wife left Her two children alive: Alexander and Panel, both small."
20,3,"A year later he * married a second: 51: 1 legal marriage to a peasant girl, Ol g. Pavlovna Pestova, with whom he lived forty years and had a lot of dha from her.When the Russian plants were completed, and each was adapted to produce up to 50 leathers: one day, two or three years, the general process continued for all four plants, although all lived in different 4 houses."
20,4,"The total production output was already up to 10,000 leathers BE every year, then sy - NORYa Timofey Animo Eicha richi or amiably and peacefully times away."
20,5,"At home, written in a separate act, all goods and money were notified to Her opinion."
20,6,"One hundred thousand rubles were made, which were divided into four equal parts, as well as for all."
20,7,XE four were evenly tanned over Baud and at home.
20,8,"Stone sheep, luoki, land and arable land left the same amount of ownership, but used by all four, and BE followed and the rest was divided into"
21,0,- 2.
21,1,4 equal parts.
21,2,The first common section between the brothers and the other day was in 1868.
21,3,"Since this year, each brother has commanded his own independent cause, the elder two brothers Parthen and Hip, living in different houses, for another two years led a commonsacrifice, and then split up and they finally, but were buying and selling goods.Brick production ceased with the death of Timofei An imovich, and soon thereafter ceased oil-resistant; although the creamery hut stood until 1892, and the garbage crust until 1885."
21,4,"When the brothers had a pretext: Or their mother, Irin Petrovna, to go to live at her choice with her son, with whom she would have sex."
21,5,"This time she also wished to stay in Tom Dong, where strength with her husband , i.e."
21,6,from.
21,7,Ivanov Timoseevich.
21,8,She died around 1880 and she is buried and Timofey Anti-movich E BE sat down.
21,9,"Spassky.At the moment I ragdul between the brothers Vakhrushevs, i.e."
21,10,at.
21,11,"1868, the beginning of the war in Russia with the Turtsieft coincided.From E 110 Sq."
21,12,"Lola onovichPevzner, steel buying ready-made leathers for delivery to the archives and rents To eat small tanneries to increase the processing and work exclusively for the company from the latest raw materials.In  4 brothers Vakhrupe PEX contracted to work forKaxib Dіolkіelya of 10,000 leathers a year, handing over co- and whole, i.e."
21,13,"undisclosed, and their relatives I.V."
21,14,"Dolguliki, in advance to slightly increase their backwater, contracted work for tenants from 15 to 20 thousand leather annually."
21,15,Paral
22,0,ITS Slobodskoy honey and Vyatka district have a small former 1.
22,1,EUR?
22,2,E?
22,3,"t1e plant: Lagunova, Stolbovyh and Galitskago zarendo-al kazinsky croupEET supplier to Armenia Alas Uzov."
22,4,"In addition, the city ”d Ejatkѣ were sanost () 1nually suppliers to the army - toYezen: the breeders of the Poskrebyshevs and the Laptev brothers, and to Slobod at SklobodTen! """
22,5,"Both the Fate and the Sloboda Factory, although independently, were supplied to the army during the Russo."
22,6,"Turkish sold goods, but only produced exclusively at their own plants and comparatively wiped Alas uzov and pusher, there were many more, golkiel was then the largest post, and he was eager to go everywhere, where he needed to rent big heiferous factories."
22,7,"For small breeders, there would be a condition: having a backwater, or you didn’t have to endorse a working license for the purchase of raw materials."
